Symbol,Index,Industry,Sector,Country or region of registration,Description
MAGN,"Russell 2000, Mini-Russell 2000",Textiles,Process industries,United States,Magnera Corporation
MAIN,Nasdaq US Small Cap Growth,Financial conglomerates,Finance,United States,Main Street Capital Corporation
MAN,"Russell 3000, Russell 1000",Personnel services,Commercial services,United States,ManpowerGroup
MANU,,Movies/Entertainment,Consumer services,United Kingdom,Manchester
MAS,"S&P 500, S&P 500 Industrials, Russell 3000, PHLX Housing Sector, Russell 1000, S&P 500 ESG",Building products,Producer manufacturing,United States,Masco Corporation
MATV,"Russell 2000, Russell 3000, Mini-Russell 2000",Industrial specialties,Process industries,United States,"Mativ Holdings, Inc."
MATX,"Russell 2000, Dow Jones Transportation Average, Russell 3000, Dow Jones Composite Average, Mini-Russell 2000",Marine shipping,Transportation,United States,"Matson, Inc."
MAX,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Information technology services,Technology services,United States,"MediaAlpha, Inc."
MBC,"Russell 2000, Russell 3000, Mini-Russell 2000",Home furnishings,Consumer durables,United States,"MasterBrand, Inc."
MBI,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Specialty insurance,Finance,United States,MBIA Inc.
MC,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Investment banks/Brokers,Finance,United States,Moelis & Company
MCB,"Russell 2000, Russell 3000, Mini-Russell 2000",Regional banks,Finance,United States,Metropolitan Bank Holding Corp.
MCD,"S&P 500, Dow Jones Industrial Average, S&P 500 Consumer Discretionary, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Dow Jones Composite Average, Russell 1000, NYSE Arca Major Market",Restaurants,Consumer services,United States,McDonald's Corporation
MCI,,Investment managers,Finance,United States,Barings Corporate Investors
MCK,"S&P 500, S&P 500 Health Care, Russell 3000, Russell 1000",Medical distributors,Distribution services,United States,McKesson Corporation
MCN,,Investment trusts/Mutual funds,Miscellaneous,United States,XAI Madison Equity Premium Income Fund
MCO,"S&P 500, Nasdaq US Large Cap Growth, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG",Financial publishing/Services,Commercial services,United States,Moody's Corporation
MCR,,Investment trusts/Mutual funds,Miscellaneous,United States,MFS Charter Income Trust
MCS,"Russell 2000, Russell 3000, Mini-Russell 2000",Movies/Entertainment,Consumer services,United States,Marcus Corporation (The)
MCY,"Russell 2000, Russell 3000, Mini-Russell 2000",Property/Casualty insurance,Finance,United States,Mercury General Corporation
MD,"Russell 2000, Russell 3000, Mini-Russell 2000",Medical/Nursing services,Health services,United States,"Pediatrix Medical Group, Inc."
MDT,"S&P 500, S&P 500 Health Care, S&P 100, Russell 3000, Russell 1000, S&P 500 ESG",Medical specialties,Health technology,Ireland,Medtronic plc.
MDU,"Russell 3000, Russell 1000",Gas distributors,Utilities,United States,"MDU Resources Group, Inc."
MDV,"Russell 2000, Mini-Russell 2000",Real estate investment trusts,Finance,United States,Modiv Industrial Inc. Class C
MEC,"Russell 2000, Mini-Russell 2000",Industrial machinery,Producer manufacturing,United States,"Mayville Engineering Company, Inc."
MED,"Russell 2000, Russell 3000, Mini-Russell 2000, NASDAQ US Benchmark Food Producers",Miscellaneous commercial services,Commercial services,United States,MEDIFAST INC
MEG,"Russell 2000, Russell 3000, Mini-Russell 2000",Miscellaneous commercial services,Commercial services,United States,"Montrose Environmental Group, Inc."
MEGI,,Investment trusts/Mutual funds,Miscellaneous,United States,NYLI CBRE Global Infrastructure Megatrends Term Fund Shs of Beneficial Interest
MEI,"Russell 2000, Russell 3000, Mini-Russell 2000",Electronic components,Electronic technology,United States,"Methode Electronics, Inc."
MET,"S&P 500, S&P 100, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG",Multi-line insurance,Finance,United States,"MetLife, Inc."
MFA,"Russell 2000, Russell 3000, Mini-Russell 2000",Real estate investment trusts,Finance,United States,"MFA Financial, Inc."
MFM,,Investment trusts/Mutual funds,Miscellaneous,United States,MFS Municipal Income Trust
MG,"Russell 2000, Mini-Russell 2000",Engineering & construction,Industrial services,United States,Mistras Group Inc
MGF,,Investment trusts/Mutual funds,Miscellaneous,United States,MFS Government Markets Income Trust
MGM,"S&P 500, S&P 500 Consumer Discretionary, Russell 3000, Russell 1000, S&P 500 ESG",Casinos/Gaming,Consumer services,United States,MGM Resorts International
MGY,"Russell 2000, Russell 3000, Mini-Russell 2000",Oil & gas production,Energy minerals,United States,Magnolia Oil & Gas Corporation
MH,"Russell 2000, Mini-Russell 2000",Miscellaneous commercial services,Commercial services,United States,"McGraw Hill, Inc."
MHD,,Investment trusts/Mutual funds,Miscellaneous,United States,BlackRock MuniHoldings Fund Inc
MHF,,Investment trusts/Mutual funds,Miscellaneous,United States,Western Asset Municipal High Income Fund
MHK,"S&P 500, S&P 500 Consumer Discretionary, Russell 3000, Russell 1000",Building products,Producer manufacturing,United States,"Mohawk Industries, Inc."
MHLA,,Property/Casualty insurance,Finance,Bermuda,"Maiden Holdings, Ltd. 6.625% Notes due 2046"
MHN,,Investment trusts/Mutual funds,Miscellaneous,United States,BlackRock MuniHoldings New York Quality Fund Inc
MHNC,,Life/Health insurance,Finance,United States,"Maiden Holdings North America, Ltd. 7.75% Notes due 2043"
MHO,"Russell 2000, Russell 3000, PHLX Housing Sector, Mini-Russell 2000",Homebuilding,Consumer durables,United States,"M/I Homes, Inc."
MIAX,,Investment banks/Brokers,Finance,United States,"Miami International Holdings, Inc."
MIN,,Other consumer services,Consumer services,United States,MFS Intermediate Income Trust
MIR,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Aerospace & defense,Electronic technology,United States,"Mirion Technologies, Inc."
MITT,"Russell 2000, Nasdaq US Small Cap Growth, Mini-Russell 2000",Real estate investment trusts,Finance,United States,"AG Mortgage Investment Trust, Inc."
MIY,,Investment trusts/Mutual funds,Miscellaneous,United States,BlackRock MuniYield Michigan Quality Fund Inc
MKC,"S&P 500, S&P 500 Consumer Staples, Russell 3000, Russell 1000, S&P 500 ESG, NASDAQ US Benchmark Food Producers",Food: specialty/candy,Consumer non-durables,United States,"McCormick & Company, Incorporated"
MKL,"Russell 3000, Russell 1000",Property/Casualty insurance,Finance,United States,Markel Group Inc.
MLI,"S&P MidCap 400, Russell 3000, Russell 1000",Metal fabrication,Producer manufacturing,United States,"Mueller Industries, Inc."
MLM,"S&P 500, S&P 500 Materials, Russell 3000, Russell 1000",Construction materials,Non-energy minerals,United States,"Martin Marietta Materials, Inc."
MLP,"Russell 2000, Nasdaq US Small Cap Growth, Mini-Russell 2000",Real estate development,Finance,United States,"Maui Land & Pineapple Company, Inc."
MLR,"Russell 2000, Russell 3000, Mini-Russell 2000",Motor vehicles,Consumer durables,United States,"Miller Industries, Inc."
MMC,"S&P 500, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG",Insurance brokers/Services,Finance,United States,"Marsh & McLennan Companies, Inc."
MMD,,Investment trusts/Mutual funds,Miscellaneous,United States,NYLI MacKay DefinedTerm Muni Opportunities Fund Shs of Beneficial Interest
MMI,"Russell 2000, Russell 3000, Mini-Russell 2000",Real estate development,Finance,United States,"Marcus & Millichap, Inc."
MMM,"S&P 500, Dow Jones Industrial Average, S&P 500 Industrials, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, NYSE Arca Major Market",Industrial conglomerates,Producer manufacturing,United States,3M Company
MMS,"Russell 2000, S&P MidCap 400, Russell 3000, Mini-Russell 2000",Miscellaneous commercial services,Commercial services,United States,"Maximus, Inc."
MMT,,Investment trusts/Mutual funds,Miscellaneous,United States,MFS Multimarket Income Trust
MMU,,Investment trusts/Mutual funds,Miscellaneous,United States,Western Asset Managed Municipals Fund
MNR,,Integrated oil,Energy minerals,United States,Mach Natural Resources LP
MNTN,Nasdaq US Small Cap Growth,Packaged software,Technology services,United States,"MNTN, Inc."
MO,"S&P 500, S&P 500 Consumer Staples, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",Tobacco,Consumer non-durables,United States,"Altria Group, Inc."
MOD,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Industrial machinery,Producer manufacturing,United States,Modine Manufacturing Company
MODG,"Russell 2000, Russell 3000, Mini-Russell 2000",Recreational products,Consumer durables,United States,Topgolf Callaway Brands Corp.
MOG.A,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Aerospace & defense,Electronic technology,United States,Moog Inc.
MOGU,,Apparel/Footwear retail,Retail trade,China,"Mogu, Inc. Sponsored ADR Class A"
MOH,"S&P 500, S&P 500 Health Care, Russell 3000, Russell 1000",Managed health care,Health services,United States,Molina Healthcare Inc
MOS,"S&P 500, S&P 500 Materials, Russell 3000, Russell 1000, S&P 500 ESG",Chemicals: agricultural,Process industries,United States,Mosaic Company (The)
MOV,"Russell 2000, Russell 3000, Mini-Russell 2000",Other consumer specialties,Consumer durables,United States,Movado Group Inc.
MP,"S&P MidCap 400, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000, NASDAQ Clean Edge Green Energy",Other metals/Minerals,Non-energy minerals,United States,MP Materials Corp.
MPA,,Investment trusts/Mutual funds,Miscellaneous,United States,BlackRock MuniYield Pennsylvania Quality Fund
MPC,"S&P 500, S&P 500 Energy, Russell 3000, Russell 1000, S&P 500 ESG",Oil refining/Marketing,Energy minerals,United States,Marathon Petroleum Corporation
MPLX,,Oil & gas pipelines,Industrial services,United States,MPLX LP
MPV,,Investment trusts/Mutual funds,Miscellaneous,United States,Barings Participation Investors of Benef Interest
MPW,"Russell 3000, Russell 1000",Real estate investment trusts,Finance,United States,"Medical Properties Trust, Inc."
MPX,"Russell 2000, Mini-Russell 2000",Recreational products,Consumer durables,United States,Marine Products Corporation
MQT,,Investment trusts/Mutual funds,Miscellaneous,United States,BlackRock MuniYield Quality Fund II Inc
MQY,,Investment trusts/Mutual funds,Miscellaneous,United States,BlackRock MuniYield Quality Fund Inc
MRC,"Russell 2000, Russell 3000, Mini-Russell 2000",Wholesale distributors,Distribution services,United States,MRC Global Inc.
MRK,"S&P 500, Dow Jones Industrial Average, S&P 500 Health Care, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, S&P 500 ESG, NYSE Arca Major Market",Pharmaceuticals: major,Health technology,United States,"Merck & Company, Inc."
MRP,"Russell 3000, PHLX Housing Sector, Russell 1000",Real estate development,Finance,United States,Millrose Properties Inc Class A
MS,"S&P 500, S&P 100, KBW NASDAQ Bank, Nasdaq US Large Cap Growth, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG",Investment managers,Finance,United States,Morgan Stanley
MSA,"S&P MidCap 400, Nasdaq US Small Cap Growth, Russell 3000, Russell 1000",Other consumer specialties,Consumer durables,United States,MSA Safety Incorporated
MSB,,Steel,Non-energy minerals,United States,Mesabi Trust
MSC,,Casinos/Gaming,Consumer services,Hong Kong,Studio City International Holdings Ltd. Sponsored ADR Class A
MSCI,"S&P 500, Nasdaq US Large Cap Growth, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG, KBW NASDAQ Financial Technology Index",Data processing services,Technology services,United States,MSCI Inc.
MSD,,Investment trusts/Mutual funds,Miscellaneous,United States,Morgan Stanley Emerging Markets Debt Fund Inc (ex: Morgan Stanley Dean Witter Emerging MarketsDebt Fund Inc)
MSDL,,Financial conglomerates,Finance,United States,Morgan Stanley Direct Lending Fund
MSGE,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Movies/Entertainment,Consumer services,United States,Madison Square Garden Entertainment Corp.
MSGS,"Nasdaq US Small Cap Growth, Russell 3000, Russell 1000",Movies/Entertainment,Consumer services,United States,Madison Square Garden Sports Corp.
MSI,"S&P 500, S&P 500 Information Technology, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",Telecommunications equipment,Electronic technology,United States,"Motorola Solutions, Inc."
MSIF,,Investment trusts/Mutual funds,Miscellaneous,United States,"MSC Income Fund, Inc."
MSM,"S&P MidCap 400, Russell 3000, Russell 1000",Wholesale distributors,Distribution services,United States,"MSC Industrial Direct Company, Inc."
MTB,"S&P 500, KBW NASDAQ Bank, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG",Regional banks,Finance,United States,M&T Bank Corporation
MTD,"S&P 500, S&P 500 Health Care, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000, S&P 500 ESG",Medical specialties,Health technology,United States,"Mettler-Toledo International, Inc."
MTDR,"S&P MidCap 400, Russell 3000, Russell 1000",Integrated oil,Energy minerals,United States,Matador Resources Company
MTG,"S&P MidCap 400, Russell 3000, Russell 1000",Property/Casualty insurance,Finance,United States,MGIC Investment Corporation
MTH,"Russell 2000, Russell 3000, PHLX Housing Sector, Mini-Russell 2000",Homebuilding,Consumer durables,United States,Meritage Homes Corporation
MTN,"S&P MidCap 400, Nasdaq US Small Cap Growth, Russell 3000, Russell 1000",Hotels/Resorts/Cruise lines,Consumer services,United States,"Vail Resorts, Inc."
MTR,,Investment trusts/Mutual funds,Miscellaneous,United States,Mesa Royalty Trust
MTRN,"Russell 2000, Russell 3000, Mini-Russell 2000",Electronic equipment/Instruments,Electronic technology,United States,Materion Corporation
MTUS,"Russell 2000, Russell 3000, Mini-Russell 2000",Steel,Non-energy minerals,United States,Metallus Inc.
MTW,"Russell 2000, Russell 3000, Mini-Russell 2000",Trucks/Construction/Farm machinery,Producer manufacturing,United States,"Manitowoc Company, Inc. (The)"
MTX,"Russell 2000, Russell 3000, Mini-Russell 2000",Chemicals: specialty,Process industries,United States,Minerals Technologies Inc.
MTZ,"S&P MidCap 400, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",Engineering & construction,Industrial services,United States,"MasTec, Inc."
MUA,,Investment trusts/Mutual funds,Miscellaneous,United States,BlackRock MuniAssets Fund Inc
MUC,,Investment trusts/Mutual funds,Miscellaneous,United States,BlackRock MuniHoldings California Quality Fund Inc
MUE,,Investment trusts/Mutual funds,Miscellaneous,United States,BlackRock MuniHoldings Quality Fund II Inc
MUJ,,Investment trusts/Mutual funds,Miscellaneous,United States,"BlackRock MuniHoldings New Jersey Quality Fund, Inc.Shs of Benef Interest"
MUR,"Russell 2000, S&P MidCap 400, Russell 3000, Mini-Russell 2000",Oil & gas production,Energy minerals,United States,Murphy Oil Corporation
MUSA,"S&P MidCap 400, Russell 3000, Russell 1000",Specialty stores,Retail trade,United States,Murphy USA Inc.
MUX,PHLX Gold/Silver Sector,Precious metals,Non-energy minerals,Canada,McEwen Inc.
MVF,,Investment trusts/Mutual funds,Miscellaneous,United States,BlackRock MuniVest Fund Inc
MVO,,Investment trusts/Mutual funds,Miscellaneous,United States,MV Oil Trust Units
MVT,,Investment trusts/Mutual funds,Miscellaneous,United States,BlackRock MuniVest Fund II Inc
MWA,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, PHLX Housing Sector, Mini-Russell 2000",Industrial machinery,Producer manufacturing,United States,MUELLER WATER PRODUCTS
MX,,Semiconductors,Electronic technology,South Korea,Magnachip Semiconductor Corporation
MXE,,Investment trusts/Mutual funds,Miscellaneous,United States,Mexico Equity & Income Fund Inc
MXF,,Investment trusts/Mutual funds,Miscellaneous,United States,Mexico Fund Inc
